,date,values-FeedIn,values-Consumption,values-Purchased,values-SelfConsumption,values-Production
592,2021-08-24 16:00:00,1322,352,7,345,1667
593,2021-08-24 17:00:00,275,981,45,936,1211
594,2021-08-24 18:00:00,24,1249,108,1141,1165
595,2021-08-24 19:00:00,19,2189,342,1847,1866
596,2021-08-24 20:00:00,34,2524,365,2159,2193
597,2021-08-24 21:00:00,35,663,54,609,644
598,2021-08-24 22:00:00,0,1821,1821,0,0
599,2021-08-24 23:00:00,0,808,808,0,0
600,2021-08-25 00:00:00,0,376,376,0,0
601,2021-08-25 01:00:00,0,429,429,0,0
602,2021-08-25 02:00:00,0,383,383,0,0
603,2021-08-25 03:00:00,0,411,411,0,0
604,2021-08-25 04:00:00,0,363,363,0,0
605,2021-08-25 05:00:00,0,1262,1262,0,0
606,2021-08-25 06:00:00,0,536,524,12,12
607,2021-08-25 07:00:00,4,608,409,199,203
608,2021-08-25 08:00:00,44,1271,716,555,599
609,2021-08-25 09:00:00,37,620,66,554,591
610,2021-08-25 10:00:00,61,1168,74,1094,1155
611,2021-08-25 11:00:00,57,594,76,518,575
612,2021-08-25 12:00:00,138,1007,109,898,1036
613,2021-08-25 13:00:00,103,793,110,683,786
614,2021-08-25 14:00:00,119,833,133,700,819
615,2021-08-25 15:00:00,59,817,79,738,797
616,2021-08-25 16:00:00,33,538,51,487,520
617,2021-08-25 17:00:00,23,1134,46,1088,1111
618,2021-08-25 18:00:00,27,1323,55,1268,1295
619,2021-08-25 19:00:00,19,1406,133,1273,1292
620,2021-08-25 20:00:00,0,3029,521,2508,2508
621,2021-08-25 21:00:00,0,1181,1167,14,14
622,2021-08-25 22:00:00,0,1304,1304,0,0
623,2021-08-25 23:00:00,0,909,909,0,0
624,2021-08-26 00:00:00,0,414,414,0,0
625,2021-08-26 01:00:00,0,421,421,0,0
626,2021-08-26 02:00:00,0,387,387,0,0
627,2021-08-26 03:00:00,0,389,389,0,0
628,2021-08-26 04:00:00,0,383,383,0,0
629,2021-08-26 05:00:00,0,1151,1151,0,0
630,2021-08-26 06:00:00,0,639,639,0,0
631,2021-08-26 07:00:00,9,626,466,160,169
632,2021-08-26 08:00:00,55,587,260,327,382
633,2021-08-26 09:00:00,55,504,74,430,485
634,2021-08-26 10:00:00,51,487,67,420,471
635,2021-08-26 11:00:00,680,431,30,401,1081
636,2021-08-26 12:00:00,2613,532,14,518,3131
637,2021-08-26 13:00:00,2598,564,13,551,3149
638,2021-08-26 14:00:00,2325,524,4,520,2845
639,2021-08-26 15:00:00,1849,569,28,541,2390
640,2021-08-26 16:00:00,1301,418,10,408,1709
641,2021-08-26 17:00:00,328,1093,63,1030,1358
642,2021-08-26 18:00:00,17,705,32,673,690
643,2021-08-26 19:00:00,24,851,37,814,838
644,2021-08-26 20:00:00,13,3507,311,3196,3209
645,2021-08-26 21:00:00,31,706,46,660,691
646,2021-08-26 22:00:00,12,562,285,277,289
647,2021-08-26 23:00:00,0,1291,1291,0,0
648,2021-08-27 00:00:00,0,954,954,0,0
649,2021-08-27 01:00:00,0,675,675,0,0
650,2021-08-27 02:00:00,0,343,343,0,0
651,2021-08-27 03:00:00,0,384,384,0,0
652,2021-08-27 04:00:00,0,389,389,0,0
653,2021-08-27 05:00:00,0,1240,1240,0,0
654,2021-08-27 06:00:00,0,624,619,5,5
655,2021-08-27 07:00:00,0,632,477,155,155
656,2021-08-27 08:00:00,34,775,671,108,138
657,2021-08-27 09:00:00,28,483,96,387,415
658,2021-08-27 10:00:00,50,1096,82,1014,1064
659,2021-08-27 11:00:00,55,778,74,704,759
660,2021-08-27 12:00:00,36,693,56,637,673
661,2021-08-27 13:00:00,29,410,42,368,397
662,2021-08-27 14:00:00,20,384,35,349,369
663,2021-08-27 15:00:00,17,407,39,368,385
664,2021-08-27 16:00:00,28,403,53,350,378
665,2021-08-27 17:00:00,33,940,51,889,922
666,2021-08-27 18:00:00,33,1931,355,1576,1609
667,2021-08-27 19:00:00,24,1598,730,868,892
668,2021-08-27 20:00:00,0,2885,2885,0,0
669,2021-08-27 21:00:00,0,760,760,0,0
670,2021-08-27 22:00:00,0,2067,2067,0,0
671,2021-08-27 23:00:00,0,472,472,0,0
672,2021-08-28 00:00:00,0,382,382,0,0
673,2021-08-28 01:00:00,0,455,455,0,0
674,2021-08-28 02:00:00,0,382,382,0,0
675,2021-08-28 03:00:00,0,402,402,0,0
676,2021-08-28 04:00:00,0,409,409,0,0
677,2021-08-28 05:00:00,0,1137,1137,0,0
678,2021-08-28 06:00:00,0,602,599,3,3
679,2021-08-28 07:00:00,0,625,552,73,73
680,2021-08-28 08:00:00,2,1153,938,215,217
681,2021-08-28 09:00:00,70,1161,654,507,577
682,2021-08-28 10:00:00,56,463,71,392,448
683,2021-08-28 11:00:00,86,389,60,329,415
684,2021-08-28 12:00:00,95,362,69,293,388
685,2021-08-28 13:00:00,800,430,28,402,1202
686,2021-08-28 14:00:00,876,431,25,406,1282
687,2021-08-28 15:00:00,965,431,16,415,1380
688,2021-08-28 16:00:00,1206,380,3,377,1583
689,2021-08-28 17:00:00,279,1087,42,1045,1324
690,2021-08-28 18:00:00,43,882,55,827,870
691,2021-08-28 19:00:00,22,896,36,860,882
692,2021-08-28 20:00:00,20,2193,222,1971,1991
693,2021-08-28 21:00:00,36,2120,219,1901,1937
694,2021-08-28 22:00:00,0,1819,1819,0,0
695,2021-08-28 23:00:00,0,1065,1065,0,0
696,2021-08-29 00:00:00,0,409,409,0,0
697,2021-08-29 01:00:00,0,449,449,0,0
698,2021-08-29 02:00:00,0,379,379,0,0
699,2021-08-29 03:00:00,0,408,408,0,0
700,2021-08-29 04:00:00,0,370,370,0,0
701,2021-08-29 05:00:00,0,1270,1270,0,0
702,2021-08-29 06:00:00,0,664,630,34,34
703,2021-08-29 07:00:00,52,517,234,283,335
704,2021-08-29 08:00:00,36,708,275,436,469
705,2021-08-29 09:00:00,59,970,371,599,658
706,2021-08-29 10:00:00,62,1002,381,621,683
707,2021-08-29 11:00:00,211,1123,291,832,1043
708,2021-08-29 12:00:00,49,505,73,432,481
709,2021-08-29 13:00:00,146,584,139,445,591
710,2021-08-29 14:00:00,104,478,110,368,472
711,2021-08-29 15:00:00,21,388,41,347,368
712,2021-08-29 16:00:00,30,454,53,401,431
713,2021-08-29 17:00:00,37,994,64,930,967
714,2021-08-29 18:00:00,20,1605,431,1174,1194
715,2021-08-29 19:00:00,11,1241,677,564,575
716,2021-08-29 20:00:00,0,3276,3276,0,0
717,2021-08-29 21:00:00,0,1158,1158,0,0
718,2021-08-29 22:00:00,0,1769,1769,0,0
719,2021-08-29 23:00:00,0,1045,1045,0,0
720,2021-08-30 00:00:00,0,383,383,0,0
721,2021-08-30 01:00:00,0,427,427,0,0
722,2021-08-30 02:00:00,0,409,409,0,0
723,2021-08-30 03:00:00,0,380,380,0,0
724,2021-08-30 04:00:00,0,379,379,0,0
725,2021-08-30 05:00:00,0,1166,1166,0,0
726,2021-08-30 06:00:00,0,1217,1217,0,0
727,2021-08-30 07:00:00,0,553,475,78,78
728,2021-08-30 08:00:00,0,869,697,172,172
729,2021-08-30 09:00:00,5,3499,3069,430,435
730,2021-08-30 10:00:00,56,539,145,394,450
731,2021-08-30 11:00:00,24,399,48,351,375
732,2021-08-30 12:00:00,31,465,65,400,431
733,2021-08-30 13:00:00,32,371,59,312,344
734,2021-08-30 14:00:00,37,360,64,296,333
735,2021-08-30 15:00:00,34,349,59,290,324
736,2021-08-30 16:00:00,14,373,27,346,360
737,2021-08-30 17:00:00,12,905,39,866,878
738,2021-08-30 18:00:00,0,1721,1684,37,37
739,2021-08-30 19:00:00,0,3463,3463,0,0
740,2021-08-30 20:00:00,0,996,996,0,0
741,2021-08-30 21:00:00,0,870,870,0,0
742,2021-08-30 22:00:00,0,1278,1278,0,0
743,2021-08-30 23:00:00,0,852,852,0,0
