date,values-FeedIn-2384458,values-SelfConsumption-2384458,values-Production-2384458,values-Purchased-2384458,values-Consumption-2384458,values-FeedIn-2274372,values-Consumption-2274372,values-SelfConsumption-2274372,values-Production-2274372,values-Purchased-2274372,values-FeedIn-2055689,values-Consumption-2055689,values-Purchased-2055689,values-SelfConsumption-2055689,values-Production-2055689,values-FeedIn-1816420,values-Consumption-1816420,values-Production-1816420,values-SelfConsumption-1816420,values-Purchased-1816420,values-FeedIn-2384874,values-Consumption-2384874,values-SelfConsumption-2384874,values-Production-2384874,values-Purchased-2384874,values-Production-2243196,values-Consumption-2243196,values-SelfConsumption-2243196,values-FeedIn-2243196,values-Purchased-2243196,Unnamed: 0,values-SelfConsumption-2401661,values-FeedIn-2401661,values-Production-2401661,values-Purchased-2401661,values-Consumption-2401661
2021-08-20,1.0,7260.0,2463.0,4797.0,4798.0,4160.0,12790.0,10.0,4150.0,8640.0,368.0,17394.0,7361.0,7729.0,10033.0,7291.0,3218.0,10509.0,12848.0,20139.0,72.0,39906.0,11849.0,11777.0,28129.0,7449.0,21290.0,13841.0,4832.0,12281.0,20.0,7453.0,3.0,7456.0,3167.0,10620.0
2021-08-21,1.0,4757.0,2694.0,2063.0,2064.0,4527.0,12561.0,24.0,4503.0,8058.0,279.0,20355.0,4100.0,4369.0,16265.0,5696.0,2402.0,8098.0,14248.0,19944.0,4.0,14250.0,4040.0,4036.0,10214.0,5356.0,23425.0,18069.0,1098.0,6454.0,21.0,3085.0,2.0,3087.0,2405.0,5490.0
2021-08-22,1.0,5921.0,2466.0,3455.0,3456.0,14072.0,20627.0,144.0,13928.0,6699.0,4901.0,19835.0,13220.0,18113.0,6623.0,15438.0,10797.0,26235.0,12896.0,28334.0,18.0,18355.0,6096.0,6078.0,12277.0,7453.0,19688.0,12235.0,11800.0,19253.0,22.0,7308.0,22.0,7330.0,3642.0,10950.0
2021-08-23,29.0,13665.0,5858.0,7807.0,7836.0,8609.0,13394.0,34.0,8575.0,4819.0,2723.0,20009.0,9624.0,12347.0,10385.0,12313.0,12901.0,25214.0,12780.0,25093.0,37.0,33439.0,8203.0,8166.0,25273.0,6065.0,20476.0,14411.0,2613.0,8678.0,23.0,4626.0,2.0,4628.0,3475.0,8101.0
2021-08-24,31.0,8590.0,3095.0,5495.0,5526.0,7597.0,12011.0,26.0,7571.0,4440.0,11477.0,21080.0,12725.0,24192.0,8365.0,11953.0,13001.0,24954.0,12171.0,24124.0,32.0,26220.0,10110.0,10078.0,16142.0,8736.0,20354.0,11618.0,15252.0,23988.0,24.0,6203.0,6.0,6209.0,2623.0,8826.0
2021-08-25,1.0,6564.0,2550.0,4014.0,4015.0,5928.0,11355.0,18.0,5910.0,5445.0,724.0,22295.0,12589.0,13313.0,9706.0,9272.0,5968.0,15240.0,13023.0,22295.0,16.0,30480.0,7269.0,7253.0,23227.0,7705.0,19453.0,11748.0,7577.0,15282.0,25.0,7648.0,12.0,7660.0,4138.0,11786.0
2021-08-26,1.0,7887.0,2559.0,5328.0,5329.0,5845.0,11750.0,17.0,5828.0,5922.0,11961.0,17741.0,10926.0,22887.0,6815.0,11303.0,13849.0,25152.0,8795.0,20098.0,23.0,35167.0,6939.0,6916.0,28251.0,7464.0,21549.0,14085.0,12625.0,20089.0,26.0,5576.0,18.0,5594.0,2607.0,8183.0
2021-08-27,8.0,15091.0,11633.0,3458.0,3466.0,4233.0,11327.0,6.0,4227.0,7100.0,387.0,21323.0,7778.0,8161.0,13549.0,7275.0,3978.0,11253.0,13754.0,21029.0,51.0,44102.0,10503.0,10452.0,33650.0,5324.0,13909.0,8585.0,6524.0,11848.0,27.0,4860.0,5.0,4865.0,3583.0,8443.0
2021-08-28,25.0,16733.0,12012.0,4721.0,4746.0,10755.0,18104.0,128.0,10627.0,7477.0,4556.0,19656.0,10016.0,14572.0,9640.0,9061.0,12346.0,21407.0,12969.0,22030.0,28.0,37445.0,9674.0,9646.0,27799.0,5712.0,21049.0,15337.0,8616.0,14328.0,28.0,6156.0,6.0,6162.0,4519.0,10675.0
2021-08-29,43.0,22933.0,17420.0,5513.0,5556.0,6640.0,14330.0,27.0,6613.0,7717.0,838.0,21766.0,7466.0,8301.0,14303.0,7389.0,2194.0,9583.0,14717.0,22106.0,33.0,46946.0,9753.0,9720.0,37226.0,8610.0,20466.0,11856.0,3913.0,12523.0,29.0,5959.0,3.0,5962.0,3797.0,9756.0
2021-08-30,11.0,16409.0,13114.0,3295.0,3306.0,2847.0,11303.0,4.0,2843.0,8460.0,245.0,22223.0,3972.0,4217.0,18251.0,4857.0,983.0,5840.0,14244.0,19101.0,7.0,24586.0,5867.0,5860.0,18726.0,5128.0,23479.0,18351.0,1193.0,6321.0,30.0,3540.0,2.0,3542.0,3424.0,6964.0
